sy_name,sy_snum,sy_pnum,cb_flag,st_rad
GJ 832,1,1,0,
Kepler-1386,1,1,0,1.05
Kepler-255,1,3,0,1.02
HD 66428,1,2,0,
Kepler-127,1,3,0,1.36
HD 68988,1,2,0,
HD 70642,1,1,0,
Kepler-256,1,4,0,0.89
omi UMa,2,1,0,
Kepler-334,1,3,0,1.07
Kepler-1832,1,1,0,0.72
HD 75898,1,1,0,
Kepler-829,1,1,0,0.84
Kepler-114,1,3,0,0.54
Kepler-1547,1,1,0,1.08
Kepler-1864,1,1,0,
Kepler-1811,1,1,0,0.86
Kepler-1632,1,1,0,1.51
8 UMi,1,1,0,10.03
HD 145934,1,1,0,
Kepler-183,1,2,0,
Kepler-955,1,1,0,0.77
Kepler-805,1,1,0,1.59
Kepler-510,1,1,0,1.41
Kepler-257,1,3,0,1.04
Kepler-481,1,1,0,1.26
HD 11977,1,1,0,
HD 50499,1,2,0,
Kepler-1813,1,1,0,
Kepler-379,1,2,0,
Kepler-1827,1,1,0,1.77
Kepler-253,1,3,0,
Kepler-524,1,2,0,1.24
omi CrB,1,1,0,10.22
Kepler-1263,1,1,0,0.78
Kepler-332,1,3,0,0.81
Kepler-1777,1,1,0,
HD 103949,1,1,0,
Kepler-1313,1,1,0,0.8
HD 42618,1,1,0,
AB Pic,1,1,0,
HD 45184,1,2,0,
Kepler-1086,2,2,0,0.57
HD 50499,1,2,0,
Kepler-1250,1,1,0,
HD 52265,1,1,0,
HD 52265,1,1,0,
Kepler-288,1,3,0,1.0
HD 73526,1,2,0,
Kepler-1013,1,1,0,2.14
Kepler-1670,1,1,0,1.52
HD 16141,2,1,0,
Kepler-1030,1,1,0,0.72
Kepler-331,1,3,0,0.48
Kepler-115,1,2,0,1.19
Kepler-438,1,1,0,0.46
Kepler-288,1,3,0,1.15
Kepler-325,1,3,0,1.0
HD 89744,2,1,0,
Kepler-615,1,1,0,0.5
Kepler-856,1,1,0,
Kepler-1020,1,1,0,0.66
HD 94834,1,1,0,
47 UMa,1,3,0,1.24
HD 95127,1,1,0,30.46
Kepler-290,1,3,0,0.76
HD 40979,3,1,0,
Kepler-382,1,2,0,0.87
Kepler-970,2,1,0,0.66
Kepler-110,1,2,0,1.26
Kepler-125,1,2,0,0.52
tau Cet,1,4,0,
Kepler-1441,1,1,0,1.53
47 UMa,1,3,0,
Kepler-83,2,3,0,0.61
Kepler-87,1,2,0,0.84
GJ 367,1,3,0,0.46
Kepler-1886,1,1,0,0.68
Kepler-1157,1,1,0,0.55
Kepler-1178,1,1,0,0.53
Kepler-142,1,3,0,1.14
Kepler-968,1,3,0,0.58
Kepler-792,1,1,0,1.12
HD 80606,2,1,0,
HD 23079,1,1,0,
Kepler-957,1,1,0,0.79
Kepler-1570,1,1,0,2.31
Kepler-1869,1,2,0,1.94
Kepler-267,1,3,0,0.53
Kepler-792,1,1,0,0.95
HD 206255,1,1,0,
Kepler-184,1,3,0,0.89
CoRoT-6,1,1,0,1.09
Kepler-208,1,4,0,1.33
Kepler-1814,1,2,0,0.87
Kepler-1420,1,1,0,0.77
Kepler-163,1,2,0,0.9
KIC 9663113,1,2,0,1.04
Kepler-708,1,1,0,1.09
Kepler-358,1,2,0,0.95
Kepler-1101,1,1,0,0.81
Kepler-969,1,2,0,0.78
Kepler-695,1,1,0,1.02
HD 92788,1,2,0,
HD 213240,2,1,0,
Kepler-129,1,3,0,1.65
Kepler-897,1,1,0,0.82
Kepler-1754,1,1,0,0.67
Kepler-97,1,2,0,1.29
Kepler-568,1,1,0,0.8
GJ 229,2,2,0,0.46
HD 95086,1,1,0,
GJ 3021,2,1,0,0.88
Kepler-1314,1,1,0,0.27
tau Boo,2,1,0,
Kepler-464,1,1,0,1.27
Kepler-805,1,1,0,1.92
Kepler-207,1,3,0,1.11
TOI-2364,1,1,0,0.94
Kepler-281,1,3,0,0.84
Kepler-114,1,3,0,0.67
BD-11 4672,1,2,0,
Kepler-516,1,1,0,1.56
Kepler-415,1,2,0,0.71
GJ 414,2,2,0,0.55
Kepler-181,1,2,0,0.73
Kepler-1953,1,1,0,0.71
Kepler-692,1,1,0,1.05
GJ 4276,1,1,0,
HD 175541,1,1,0,4.47
Kepler-196,1,3,0,1.57
HD 170469,2,1,0,1.24
Kepler-157,1,3,0,0.93
Kepler-595,1,2,0,0.85
Kepler-58,1,4,0,1.08
HD 22946,1,3,0,1.16
Kepler-1315,1,2,0,0.86
Kepler-1301,1,1,0,0.76
Kepler-52,1,3,0,0.62
HIP 94235,2,1,0,0.31
Kepler-68,2,4,0,1.2
Kepler-763,1,3,0,0.88
Kepler-463,1,1,0,
Kepler-101,1,2,0,1.1
Kepler-751,1,1,0,0.95
Kepler-917,1,1,0,
Kepler-1261,1,1,0,0.75
HD 217107,1,2,0,
WASP-3,3,1,0,
Kepler-268,1,2,0,1.26
Kepler-292,1,5,0,0.91
HD 81817,1,2,0,83.8
Kepler-482,1,1,0,0.63
Kepler-1929,1,1,0,4.01
Kepler-1645,1,1,0,1.62
Kepler-722,1,2,0,0.95
Kepler-146,1,2,0,1.13
Kepler-1075,1,1,0,0.51
HD 81688,1,1,0,
Kepler-1246,1,1,0,0.58
Kepler-884,1,1,0,0.96
HD 161178,1,1,0,11.05
Kepler-52,1,3,0,0.54
Kepler-195,1,2,0,0.78
HD 81817,1,2,0,
Kepler-1151,1,1,0,0.9
Kepler-1772,1,1,0,2.16
HIP 79431,1,1,0,
Kepler-1473,1,1,0,1.04
Kepler-740,1,1,0,0.83
Kepler-1819,1,1,0,0.98
Kepler-1766,1,1,0,1.05
Kepler-32,1,5,0,0.5
Kepler-1573,1,1,0,1.18
Kepler-370,1,2,0,0.84
Kepler-825,1,2,0,0.97
Kepler-624,1,1,0,
BD-13 2130,1,1,0,17.11
Kepler-1944,1,1,0,0.97
Kepler-166,1,3,0,0.82
Kepler-361,1,2,0,1.47
HIP 105854,1,1,0,9.54
Kepler-351,1,3,0,
Kepler-1085,1,2,0,0.51
Kepler-126,1,3,0,1.35
Kepler-843,1,1,0,1.0
KOI-1599,1,2,0,0.92
HD 25015,1,1,0,
Kepler-1041,1,1,0,1.63
Kepler-1425,1,1,0,1.7
Kepler-1142,1,1,0,0.89
Kepler-310,1,3,0,0.85
Kepler-851,1,1,0,0.95
Kepler-282,1,4,0,0.87
Kepler-307,1,2,0,
Kepler-187,1,2,0,1.62
Kepler-94,1,2,0,0.61
GJ 9404,1,1,0,0.73
GJ 229,2,2,0,0.55
AU Mic,1,3,0,0.75
Kepler-213,1,2,0,0.9
Kepler-1645,1,1,0,1.05
Kepler-896,1,2,0,0.81
Kepler-651,1,1,0,0.82
Kepler-1656,1,2,0,1.09
Kepler-610,1,2,0,0.86
Kepler-1083,1,1,0,
HD 8535,2,1,0,
Kepler-650,1,1,0,1.35
HD 8673,2,1,0,1.49
Kepler-728,1,1,0,1.32
Kepler-1346,1,1,0,0.91
ups And,2,3,0,
Kepler-395,1,2,0,0.68
Kepler-626,1,1,0,0.98
HD 260655,1,2,0,0.47
Kepler-895,1,1,0,0.66
Kepler-1461,1,1,0,0.74
OGLE-TR-111,1,1,0,0.84
HD 3651,1,1,0,
Kepler-325,1,3,0,0.82
Kepler-373,1,2,0,1.1
Kepler-1461,1,1,0,
Kepler-95,1,1,0,
Kepler-1128,1,1,0,0.8
Kepler-1201,1,1,0,1.0
Kepler-266,1,2,0,1.02
Kepler-1247,1,1,0,0.76
Kepler-563,1,1,0,0.78
HD 260655,1,2,0,
Kepler-42,1,3,0,0.17
Kepler-974,1,1,0,0.52
70 Vir,1,1,0,
Kepler-1987,1,4,0,0.67
Kepler-1237,1,1,0,0.86
Kepler-1948,1,1,0,0.53
HD 148164,1,2,0,
Kepler-1668,1,1,0,0.95
HD 148427,1,1,0,
HD 156668,1,2,0,
Kepler-930,1,1,0,1.49
Kepler-1991,1,2,0,1.05
CoRoT-4,1,1,0,0.72
tau Boo,2,1,0,
Kepler-95,1,1,0,1.09
Kepler-529,1,3,0,1.04
HD 80869,1,1,0,
Kepler-611,1,1,0,
Kepler-197,2,4,0,0.62
Kepler-136,2,2,0,1.19
Kepler-878,1,1,0,1.09
HD 217786,2,2,0,
Kepler-724,1,1,0,0.94
Kepler-856,1,1,0,1.13
Kepler-889,1,1,0,1.15
Kepler-1422,1,1,0,0.78
Kepler-398,1,3,0,0.66
OGLE-TR-132,1,1,0,1.37
Kepler-1639,1,1,0,1.01
Kepler-171,1,3,0,0.84
GJ 328,1,2,0,0.67
Kepler-779,2,1,0,0.55
HD 18015,1,1,0,
Kepler-1456,1,1,0,0.86
16 Cyg,3,1,0,
Kepler-1222,1,1,0,0.62
HD 187085,1,1,0,
HD 190647,1,1,0,
HD 192310,1,2,0,
AU Mic,1,3,0,
MASCARA-1,1,1,0,
nu Oct,2,1,0,
HN Peg,1,1,0,
HD 208487,1,1,0,1.13
HD 216520,1,2,0,
GJ 887,1,2,0,
Kepler-734,1,1,0,0.71
Kepler-1257,1,1,0,0.84
Kepler-1166,1,1,0,
Kepler-273,1,2,0,0.81
Kepler-308,1,2,0,0.91
Kepler-1492,1,1,0,0.68
Kepler-1685,1,1,0,0.85
Kepler-314,1,2,0,
Kepler-509,1,1,0,1.11
Kepler-278,1,2,0,2.94
Kepler-223,1,4,0,0.98
Kepler-745,1,1,0,0.87
CoRoT-12,1,1,0,1.05
Kepler-395,1,2,0,0.64
Kepler-1074,1,1,0,
Kepler-97,1,2,0,
Kepler-1161,1,1,0,0.8
GJ 740,1,1,0,
Kepler-1410,1,1,0,0.52
HD 45364,1,2,0,0.89
Kepler-80,1,6,0,0.65
Kepler-1886,1,1,0,0.84
CoRoT-35,1,1,0,1.65
HD 218566,1,1,0,0.79
Kepler-368,1,2,0,2.19
Kepler-861,1,1,0,0.88
Kepler-497,1,1,0,1.12
Kepler-825,1,2,0,1.09
Kepler-1977,1,1,0,0.63
Kepler-1119,1,1,0,0.99
Kepler-175,1,2,0,1.01
Kepler-334,1,3,0,1.0
HD 106252,1,1,0,
HD 192263,1,1,0,
Kepler-43,1,1,0,1.2
GJ 896,2,1,0,
Kepler-1542,1,4,0,1.21
Kepler-379,1,2,0,1.12
HD 112640,1,1,0,38.8
Kepler-1160,1,1,0,0.76
Kepler-716,1,2,0,0.74
Kepler-717,1,1,0,1.01
Kepler-341,1,4,0,
Kepler-233,1,2,0,0.72
Kepler-1769,1,1,0,1.17
Kepler-711,1,1,0,0.7
Kepler-948,1,1,0,0.92
Kepler-74,1,1,0,0.95
HD 130322,1,1,0,0.87
Kepler-65,1,4,0,1.4
Kepler-1224,1,1,0,1.19
Kepler-1090,1,2,0,0.89
HIP 65407,1,2,0,
HD 195019,2,1,0,
Kepler-953,1,2,0,
Kepler-1017,1,1,0,1.33
Kepler-1103,1,1,0,0.98
Kepler-311,1,3,0,1.08
Kepler-877,1,1,0,
HIP 105854,1,1,0,
Kepler-1027,2,1,0,1.75
Kepler-253,1,3,0,0.75
Kepler-969,1,2,0,0.95
Kepler-1115,1,1,0,2.29
TOI-1052,1,2,0,1.26
Kepler-52,1,3,0,0.54
HD 108341,2,1,0,0.84
Kepler-1542,1,4,0,
HD 117207,1,1,0,
Kepler-332,1,3,0,
Kepler-1105,1,1,0,0.68
HAT-P-65,1,1,0,1.67
Kepler-311,1,3,0,1.1
Kepler-764,1,1,0,0.81
Kepler-1645,1,1,0,1.52
HD 4732,2,2,0,0.62
Kepler-556,1,1,0,0.94
Kepler-808,1,1,0,0.49
nu Oph,1,2,0,15.1
Kepler-400,1,2,0,1.15
HD 145457,1,1,0,
Kepler-1222,1,1,0,0.58
Kepler-395,1,2,0,
HD 10697,1,1,0,
Kepler-1427,1,1,0,0.99
HD 11964,2,2,0,
HD 12661,1,2,0,
Kepler-150,1,5,0,0.94
Kepler-1414,1,1,0,0.8
14 Her,1,2,0,1.0
HD 156279,1,2,0,
Kepler-395,1,2,0,0.52
Kepler-211,1,2,0,1.75
Kepler-377,1,2,0,1.19
Kepler-127,1,3,0,1.35
Kepler-77,1,1,0,1.04
Kepler-640,1,1,0,0.99
Kepler-1089,1,1,0,0.55
Kepler-1106,1,1,0,0.95
Kepler-386,1,2,0,0.75
Kepler-1919,1,1,0,0.88
GJ 536,1,1,0,
Kepler-265,1,4,0,0.95
HD 27969,1,1,0,1.27
Kepler-376,1,2,0,1.42
Kepler-1863,1,1,0,1.15
GJ 896,2,1,0,
Kepler-87,1,2,0,
Kepler-478,1,1,0,0.81
Kepler-714,1,1,0,1.7
Kepler-1742,1,1,0,0.81
Kepler-551,1,1,0,
Kepler-1060,1,1,0,1.04
Kepler-1976,1,1,0,0.96
Gl 686,1,1,0,0.43
Kepler-122,1,5,0,1.3
HD 178911,3,1,0,
Kepler-411,2,4,0,0.76
Kepler-1089,1,1,0,0.5
WASP-6,1,1,0,
Kepler-141,1,2,0,18.94
Kepler-523,1,1,0,0.89
Kepler-666,1,1,0,0.97
Kepler-249,1,3,0,0.52
Kepler-423,1,1,0,1.02
HD 92788,1,2,0,
Kepler-1362,1,1,0,0.68
Kepler-79,1,4,0,0.99
Kepler-1549,1,1,0,0.86
Kepler-691,1,1,0,0.57
Kepler-109,1,2,0,1.32
HD 187123,1,2,0,
HD 70642,1,1,0,0.98
WASP-110,1,1,0,
Kepler-794,1,1,0,1.09
Kepler-1649,1,2,0,0.61
Kepler-1444,1,1,0,1.06
Kepler-812,1,1,0,1.55
AU Mic,1,3,0,
Kepler-645,1,1,0,1.46
Kepler-1203,1,1,0,0.56
Kepler-164,1,4,0,
Kepler-900,1,1,0,0.71
Kepler-224,1,4,0,0.7
HD 89307,1,1,0,
Kepler-556,1,1,0,0.91
Kepler-978,1,1,0,1.02
HD 73526,1,2,0,1.56
Kepler-736,1,1,0,0.88
Kepler-320,1,2,0,1.41
Kepler-386,1,2,0,0.84
Kepler-1185,1,1,0,
HD 66428,1,2,0,
Kepler-1468,1,3,0,0.98
Kepler-603,1,3,0,0.85
Kepler-1328,1,1,0,
Kepler-701,1,1,0,0.92
Kepler-1506,1,1,0,0.93
Kepler-1447,1,1,0,0.99
Kepler-1644,1,1,0,
Kepler-496,1,1,0,0.77
Kepler-1254,1,3,0,0.75
Kepler-1299,1,1,0,0.7
HD 168443,1,2,0,
Kepler-332,1,3,0,0.69
Kepler-1861,1,1,0,1.09
HD 23596,2,1,0,
Kepler-1177,1,1,0,
HD 11506,1,3,0,
Kepler-199,1,2,0,0.92
Kepler-325,1,3,0,0.94
Kepler-712,1,2,0,0.72
Kepler-426,1,1,0,0.94
Kepler-1482,1,1,0,1.06
Kepler-394,1,3,0,1.05
Kepler-934,1,1,0,0.77
Kepler-1337,1,1,0,0.73
Kepler-364,1,2,0,1.17
Kepler-304,1,4,0,0.67
Kepler-1396,1,1,0,1.03
HD 30177,1,2,0,1.13
Kepler-349,1,2,0,0.91
GJ 649,1,1,0,
KOI-142,1,3,0,
Kepler-809,1,1,0,0.89
Kepler-211,1,2,0,1.56
HD 63454,1,1,0,
Kepler-369,1,2,0,
Kepler-1821,1,1,0,0.59
Kepler-713,1,1,0,0.89
Kepler-1241,1,1,0,0.82
Kepler-1044,1,1,0,1.01
Kepler-1267,1,1,0,
Kepler-1157,1,1,0,0.72
Kepler-886,1,1,0,1.04
Kepler-248,1,2,0,0.87
Kepler-83,2,3,0,0.59
Kepler-303,1,2,0,0.48
HD 89744,2,1,0,
Kepler-1979,1,1,0,0.83
Kepler-176,1,4,0,0.88
Kepler-354,1,3,0,0.62
Kepler-679,1,1,0,0.8
Kepler-1985,1,1,0,0.97
HD 40307,1,5,0,
Kepler-967,1,2,0,0.58
Kepler-314,1,2,0,0.95
Kepler-1254,1,3,0,
mu Leo,1,1,0,11.04
Kepler-534,1,2,0,1.04
Kepler-1225,1,1,0,0.99
Kepler-1873,1,1,0,0.69
Kepler-306,1,4,0,0.85
Kepler-1839,1,1,0,0.92
Kepler-1110,1,1,0,
Kepler-1749,1,1,0,0.57
Kepler-773,1,1,0,1.06
HD 16417,2,1,0,
Kepler-901,1,1,0,0.54
Kepler-856,1,1,0,0.81
Kepler-1907,1,2,0,1.03
Kepler-887,1,2,0,1.17
Kepler-554,1,1,0,0.81
Kepler-2000,1,2,0,0.52
Kepler-313,1,2,0,1.05
Kepler-1863,1,1,0,
HIP 83020 A,1,3,0,
Kepler-930,1,1,0,1.49
Kepler-744,1,1,0,1.59
Kepler-1511,1,1,0,
GJ 86,2,1,0,
Kepler-937,1,2,0,1.08
HIP 105854,1,1,0,
Kepler-500,1,1,0,
Kepler-277,1,2,0,1.77
Kepler-1018,1,1,0,0.88
Kepler-921,1,1,0,1.04
Kepler-327,1,3,0,0.49
Kepler-611,1,1,0,1.61
Kepler-682,1,1,0,0.88
Kepler-1196,1,1,0,0.9
Kepler-357,1,3,0,0.79
Kepler-1152,1,1,0,0.76
Kepler-1038,1,2,0,1.64
Kepler-1802,1,2,0,0.56
Kepler-188,1,2,0,
Kepler-779,2,1,0,0.51
Kepler-1399,1,1,0,0.97
Kepler-738,1,1,0,0.82
Kepler-401,1,3,0,1.33
Kepler-1285,1,1,0,1.06
Kepler-637,1,1,0,1.38
Kepler-150,1,5,0,0.94
Kepler-584,1,1,0,1.24
Kepler-1647,2,1,1,2.19
Kepler-1280,1,1,0,1.14
Kepler-1184,1,1,0,1.08
Kepler-331,1,3,0,0.49
HD 27631,1,1,0,1.0
Kepler-1890,1,1,0,1.32
HD 5891,1,1,0,
GJ 3082,1,1,0,0.47
GJ 3090,1,1,0,0.52
KOI-7913,2,1,0,
Kepler-650,1,1,0,1.7
HD 9174,1,1,0,
HD 96700,1,3,0,
Kepler-1242,1,1,0,0.82
HD 136118,1,1,0,
Kepler-561,1,2,0,0.9
Kepler-545,1,1,0,0.9
Kepler-1107,1,1,0,0.78
Kepler-737,1,1,0,0.52
Kepler-974,1,1,0,0.45
HD 4208,1,1,0,
HD 192263,1,1,0,
Kepler-188,1,2,0,1.05
Kepler-1073,1,3,0,1.12
Kepler-1055,1,1,0,0.8
OGLE-TR-182,1,1,0,1.53
Kepler-641,1,1,0,1.2
Kepler-1424,1,1,0,1.36
Kepler-722,1,2,0,0.94
KOI-1599,1,2,0,1.27
Kepler-329,1,2,0,0.52
Kepler-1195,1,1,0,0.75
Kepler-267,1,3,0,
Kepler-80,1,6,0,0.64
Kepler-433,1,1,0,2.34
Kepler-626,1,1,0,0.78
USco1556 A,1,1,0,
GJ 504,1,1,0,
CoRoT-18,1,1,0,0.93
Kepler-4,1,1,0,1.53
Kepler-1777,1,1,0,1.85
Kepler-58,1,4,0,1.08
GJ 433,1,3,0,0.47
Kepler-755,2,2,0,0.76
Kepler-885,1,1,0,1.42
Kepler-236,1,2,0,0.51
Kepler-1228,1,1,0,0.7
HD 102365,2,1,0,
Kepler-1783,1,1,0,1.79
Kepler-513,1,1,0,1.04
HD 187123,1,2,0,
Kepler-1982,1,1,0,1.49
Kepler-358,1,2,0,0.89
Kepler-31,1,3,0,1.1
HIP 57274,1,3,0,0.77
Kepler-284,1,2,0,0.63
HD 180617,2,1,0,0.11
Kepler-844,1,1,0,0.68
Kepler-99,2,1,0,
Kepler-1381,1,1,0,0.99
Kepler-810,1,1,0,1.03
Kepler-82,1,5,0,0.93
Kepler-247,1,3,0,0.74
Kepler-184,1,3,0,0.86
Kepler-1188,1,1,0,1.04
Kepler-69,1,2,0,0.94
Kepler-1111,1,1,0,1.05
Kepler-1749,1,1,0,0.62
Kepler-595,1,2,0,0.84
HD 18742,1,1,0,
HD 24064,1,1,0,38.8
Kepler-1397,1,1,0,1.99
Kepler-240,1,2,0,0.77
Kepler-1023,1,1,0,0.96
OGLE-TR-113,1,1,0,0.82
Kepler-341,1,4,0,1.21
HD 114783,1,2,0,0.84
Kepler-182,1,2,0,1.01
Kepler-1201,1,1,0,1.08
HD 169830,1,2,0,1.2
Kepler-863,1,1,0,0.9
Kepler-4,1,1,0,1.27
Kepler-1755,1,1,0,1.18
HD 108202,1,1,0,
TOI-237,1,1,0,0.21
Kepler-350,1,3,0,1.26
Kepler-785,1,1,0,0.69
Kepler-848,1,1,0,2.07
Kepler-53,1,3,0,0.97
Kepler-385,1,3,0,1.15
Kepler-203,1,3,0,0.88
Kepler-1555,1,1,0,1.01
HD 147513,2,1,0,
Kepler-1987,1,4,0,0.67
Kepler-279,1,3,0,1.07
Kepler-1193,1,1,0,1.03
Kepler-1548,1,1,0,0.79
Kepler-819,1,1,0,0.75
OGLE-TR-182,1,1,0,1.14
TOI-1695,1,1,0,0.53
Kepler-1470,1,1,0,0.76
Kepler-430,1,2,0,1.16
Kepler-1284,1,1,0,0.8
2MASS J01225093-2439505,1,1,0,
Kepler-173,1,2,0,0.94
TrES-2,2,1,0,1.0
Kepler-1482,1,1,0,
Kepler-310,1,3,0,
Kepler-283,1,2,0,0.63
HD 8535,2,1,0,1.19
Kepler-1089,1,1,0,0.5
HD 110082,2,1,0,
51 Peg,1,1,0,
Kepler-1557,1,1,0,1.03
Kepler-187,1,2,0,1.05
Kepler-498,1,1,0,1.11
HD 7924,1,3,0,
Kepler-292,1,5,0,0.91
Kepler-875,1,1,0,0.88
Kepler-678,1,1,0,0.83
Kepler-693,2,1,0,
Kepler-867,1,1,0,
Kepler-1267,1,1,0,1.08
HD 32518,1,1,0,10.5
Kepler-1930,1,1,0,
Kepler-238,1,5,0,0.91
Kepler-1001,1,2,0,0.85
Kepler-1344,1,1,0,1.13
Kepler-426,1,1,0,0.91
Kepler-1327,1,1,0,1.17
Kepler-1405,1,1,0,
Kepler-558,1,1,0,0.8
HD 141004,1,1,0,
Kepler-189,1,2,0,0.7
Kepler-1618,1,1,0,1.23
HD 60532,1,2,0,
HD 60292,1,1,0,
HD 66141,1,1,0,19.69
Kepler-127,1,3,0,1.27
Kepler-33,1,5,0,
HD 69830,1,3,0,
Kepler-39,1,1,0,1.03
HD 73534,1,1,0,2.79
HD 74156,1,2,0,
Kepler-1085,1,2,0,0.94
HD 100655,2,1,0,10.26
Kepler-1619,1,1,0,1.04
Kepler-994,1,1,0,0.53
Kepler-1797,1,1,0,0.94
Kepler-388,1,2,0,0.59
HD 108341,2,1,0,
Kepler-353,2,2,0,0.64
Kepler-165,1,2,0,0.79
Kepler-1696,1,1,0,
GJ 414,2,2,0,
GJ 422,1,1,0,
GJ 433,1,3,0,
Kepler-378,1,2,0,2.06
HD 102329,1,2,0,9.07
HD 102843,1,1,0,
Kepler-949,1,2,0,
HD 106252,1,1,0,
HD 106515,2,1,0,
GJ 9404,1,1,0,
Kepler-32,1,5,0,
Kepler-43,1,1,0,1.2
Kepler-59,1,2,0,1.39
Kepler-380,1,2,0,1.35
Kepler-756,1,1,0,0.81
Kepler-1020,1,1,0,0.76
Kepler-627,1,1,0,1.5
Kepler-184,1,3,0,0.89
Kepler-870,1,1,0,1.07
Kepler-837,1,1,0,1.05
Kepler-339,1,3,0,
Kepler-1397,1,1,0,1.71
Kepler-1765,1,1,0,1.06
Kepler-1275,1,1,0,1.26
Kepler-356,1,2,0,1.11
HD 89744,2,1,0,
Kepler-1404,1,1,0,0.78
HD 196885,2,1,0,1.45
Kepler-1141,1,1,0,1.14
Kepler-870,1,1,0,0.92
Kepler-532,1,1,0,0.77
Kepler-519,2,1,0,
Kepler-481,1,1,0,1.32
GJ 887,1,2,0,0.5
Kepler-294,1,2,0,0.93
Kepler-319,1,3,0,1.72
Kepler-1877,1,1,0,0.83
Kepler-192,1,3,0,0.99
Kepler-747,1,1,0,0.78
Kepler-1533,1,1,0,1.81
Kepler-1555,1,1,0,1.01
Kepler-127,1,3,0,1.27
Kepler-582,1,1,0,0.8
Kepler-377,1,2,0,1.01
HIP 64797 A,1,2,0,
Kepler-138,1,4,0,0.5
Kepler-138,1,4,0,0.5
Kepler-138,1,4,0,0.53
Kepler-1987,1,4,0,0.74
Kepler-1698,1,1,0,0.75
Kepler-750,1,2,0,
Kepler-1155,1,1,0,
Kepler-1363,1,1,0,0.69
Kepler-996,1,1,0,1.3
Kepler-587,1,1,0,0.82
Kepler-238,1,5,0,0.96
Kepler-209,1,2,0,1.04
Kepler-1074,1,1,0,0.56
Kepler-418,1,2,0,1.06
Kepler-263,1,2,0,0.77
Kepler-226,1,3,0,0.65
CoRoT-4,1,1,0,1.18
Kepler-603,1,3,0,0.92
Kepler-556,1,1,0,1.0
Kepler-472,1,1,0,1.75
Kepler-1669,1,3,0,0.56
HD 142022,2,1,0,
Kepler-1584,1,1,0,1.23
Kepler-93,1,2,0,0.98
Kepler-1489,1,1,0,1.31
Kepler-195,1,2,0,0.61
Kepler-1360,1,1,0,3.09
Kepler-68,2,4,0,1.24
Kepler-949,1,2,0,0.79
Kepler-949,1,2,0,0.77
Kepler-445,1,3,0,0.19
Kepler-979,1,1,0,0.73
HD 103774,2,1,0,
Kepler-982,1,1,0,1.07
Kepler-877,1,1,0,0.86
Kepler-258,1,2,0,0.83
Kepler-259,1,2,0,0.92
Kepler-324,1,4,0,0.76
Kepler-414,1,2,0,
2MASS J19383260+4603591,2,3,1,
Kepler-272,1,3,0,0.83
Kepler-465,1,1,0,1.22
Kepler-26,1,4,0,0.6
Kepler-68,2,4,0,1.24
Kepler-506,1,1,0,1.16
Kepler-1798,1,1,0,0.56
Kepler-748,1,1,0,0.94
Kepler-612,1,1,0,0.81
Kepler-685,1,1,0,
Kepler-1356,1,1,0,0.76
Kepler-193,1,2,0,1.07
GJ 9404,1,1,0,0.63
Kepler-909,1,1,0,1.13
Kepler-1741,1,1,0,0.46
Kepler-1217,1,1,0,0.97
Kepler-512,1,1,0,0.96
Kepler-969,1,2,0,0.78
TrES-2,2,1,0,1.12
14 And,1,1,0,11.0
Kepler-939,1,1,0,0.88
Kepler-1747,1,1,0,0.98
Kepler-731,1,1,0,1.05
Kepler-319,1,3,0,0.87
HD 164509,2,1,0,1.06
Kepler-641,1,1,0,1.15
HD 22781,1,1,0,
HD 181433,1,3,0,
Kepler-1809,1,1,0,0.7
Kepler-387,1,2,0,1.08
Kepler-970,2,1,0,1.11
Kepler-501,1,2,0,0.99
Kepler-1838,1,1,0,1.26
HD 73267,1,2,0,0.96
Kepler-750,1,2,0,
Kepler-1155,1,1,0,
Kepler-127,1,3,0,1.36
Kepler-491,1,1,0,1.17
Kepler-197,2,4,0,1.18
HD 73267,1,2,0,
Kepler-1153,1,1,0,0.83
Kepler-245,1,4,0,0.79
Kepler-691,1,1,0,0.53
Kepler-304,1,4,0,0.85
Kepler-103,1,2,0,
Kepler-119,1,2,0,
Kepler-245,1,4,0,
Kepler-993,1,1,0,0.53
Kepler-1260,1,1,0,0.82
Kepler-1002,1,1,0,1.32
Kepler-660,1,1,0,0.7
Kepler-680,1,1,0,0.92
HD 128311,1,2,0,
HD 87883,1,1,0,
HD 196885,2,1,0,1.38
Kepler-651,1,1,0,0.82
GJ 338,2,1,0,
Kepler-217,1,3,0,
Kepler-217,1,3,0,
Kepler-1905,1,1,0,0.91
HD 192263,1,1,0,
Kepler-869,1,1,0,0.94
Kepler-158,1,2,0,0.59
Kepler-144,1,2,0,1.26
Kepler-793,1,1,0,1.22
HD 147513,2,1,0,
Kepler-1062,1,1,0,0.57
CoRoT-12,1,1,0,0.79
HN Peg,1,1,0,
KIC 3558849,1,1,0,1.05
HD 13189,1,1,0,38.41
GJ 86,2,1,0,
Kepler-1350,1,2,0,
HD 110014,1,1,0,
Kepler-66,1,1,0,0.87
Kepler-370,1,2,0,1.05
Kepler-173,1,2,0,0.87
Kepler-847,1,1,0,0.83
Kepler-147,1,2,0,1.47
Kepler-787,1,1,0,0.56
Kepler-1473,1,1,0,1.04
Kepler-203,1,3,0,0.88
Kepler-566,1,1,0,0.88
Kepler-1150,2,1,0,0.68
Kepler-314,1,2,0,0.95
Kepler-119,1,2,0,0.79
