sy_name,sy_snum,sy_pnum
Kepler-1906,1,1
Kepler-1907,1,2
Kepler-1909,1,1
Kepler-191,1,3
Kepler-1910,1,1
Kepler-1911,1,1
Kepler-1912,1,1
Kepler-1913,1,1
Kepler-1914,1,1
Kepler-1915,1,1
Kepler-1916,1,1
Kepler-1917,1,1
Kepler-1918,1,1
Kepler-1919,1,1
Kepler-192,1,3
Kepler-1920,1,1
Kepler-1921,1,2
Kepler-1922,1,1
Kepler-1923,1,1
Kepler-1924,1,1
Kepler-1925,1,1
Kepler-1926,1,1
Kepler-1927,1,1
Kepler-1928,1,1
Kepler-1929,1,1
Kepler-193,1,2
Kepler-1930,1,1
Kepler-1931,1,1
Kepler-1932,1,1
Kepler-1933,1,1
Kepler-1934,1,1
Kepler-1935,1,1
Kepler-1936,1,1
Kepler-1937,1,1
Kepler-1938,1,1
Kepler-1939,1,1
Kepler-194,1,3
Kepler-1940,1,1
Kepler-1941,1,1
Kepler-1942,1,1
Kepler-1943,1,1
Kepler-1944,1,1
Kepler-1945,1,1
Kepler-1946,1,1
Kepler-1947,1,1
Kepler-1948,1,1
Kepler-1949,1,1
Kepler-195,1,2
Kepler-1950,1,1
Kepler-1951,1,1
Kepler-1952,1,1
Kepler-1953,1,1
Kepler-1954,1,1
Kepler-1955,1,1
Kepler-1956,1,1
Kepler-1957,1,1
Kepler-1958,1,1
Kepler-1959,1,1
Kepler-196,1,3
Kepler-1960,1,1
Kepler-1961,1,1
Kepler-1962,1,1
Kepler-1963,1,1
Kepler-1964,1,1
Kepler-1965,1,1
Kepler-1966,1,1
Kepler-1967,1,1
Kepler-1968,1,1
Kepler-1969,1,1
Kepler-197,2,4
Kepler-1972,1,2
Kepler-1976,1,1
Kepler-1977,1,1
Kepler-1978,1,1
Kepler-1979,1,1
Kepler-198,1,3
Kepler-1980,1,1
Kepler-1981,1,1
Kepler-1982,1,1
Kepler-1983,1,1
Kepler-1984,1,1
Kepler-1985,1,1
Kepler-1986,1,1
Kepler-1987,1,4
Kepler-1988,1,1
Kepler-1989,1,1
Kepler-199,1,2
Kepler-1990,1,2
Kepler-1991,1,2
Kepler-1992,1,1
Kepler-1993,1,1
Kepler-1994,1,1
Kepler-1995,1,1
Kepler-1996,1,2
Kepler-1997,1,1
Kepler-1998,1,1
Kepler-1999,1,1
Kepler-20,2,6
Kepler-200,1,2
Kepler-2000,1,2
Kepler-2001,1,2
Kepler-201,1,2
Kepler-202,1,2
Kepler-203,1,3
Kepler-204,1,2
Kepler-205,1,2
Kepler-206,1,3
Kepler-207,1,3
Kepler-208,1,4
Kepler-209,1,2
Kepler-21,2,1
Kepler-210,1,2
Kepler-211,1,2
Kepler-212,1,2
Kepler-213,1,2
Kepler-214,1,2
Kepler-215,1,4
Kepler-216,1,2
Kepler-217,1,3
Kepler-218,1,3
Kepler-219,1,3
Kepler-22,1,1
Kepler-220,1,4
Kepler-221,1,4
Kepler-222,1,3
Kepler-223,1,4
Kepler-224,1,4
Kepler-225,1,2
Kepler-226,1,3
Kepler-227,1,2
Kepler-228,1,3
Kepler-229,1,3
Kepler-23,1,3
Kepler-230,1,2
Kepler-231,1,2
Kepler-232,1,2
Kepler-233,1,2
Kepler-234,1,2
Kepler-235,1,4
Kepler-236,1,2
Kepler-237,1,2
Kepler-238,1,5
Kepler-239,1,2
Kepler-24,1,4
Kepler-240,1,2
Kepler-241,1,2
Kepler-242,1,2
Kepler-243,1,2
Kepler-244,1,3
Kepler-245,1,4
Kepler-246,1,2
Kepler-247,1,3
Kepler-248,1,2
Kepler-249,1,3
Kepler-25,2,3
Kepler-250,1,3
Kepler-251,1,4
Kepler-252,1,2
Kepler-253,1,3
Kepler-254,1,3
Kepler-255,1,3
Kepler-256,1,4
Kepler-257,1,3
Kepler-258,1,2
Kepler-259,1,2
Kepler-26,1,4
Kepler-260,1,2
Kepler-261,1,2
Kepler-262,1,2
Kepler-263,1,2
Kepler-264,1,2
Kepler-265,1,4
Kepler-266,1,2
Kepler-267,1,3
Kepler-268,1,2
Kepler-269,1,2
Kepler-27,1,3
Kepler-270,1,2
Kepler-271,1,3
Kepler-272,1,3
Kepler-273,1,2
Kepler-274,1,2
Kepler-275,1,3
Kepler-276,1,3
Kepler-277,1,2
Kepler-278,1,2
Kepler-279,1,3
Kepler-28,1,2
Kepler-280,1,2
Kepler-281,1,3
Kepler-282,1,4
Kepler-283,1,2
Kepler-284,1,2
Kepler-285,1,2
Kepler-286,1,4
Kepler-287,1,2
Kepler-288,1,3
Kepler-289,1,3
Kepler-29,1,2
Kepler-290,1,3
Kepler-291,1,2
Kepler-292,1,5
Kepler-293,1,2
Kepler-294,1,2
Kepler-295,1,3
Kepler-296,2,5
Kepler-297,1,3
Kepler-298,1,3
Kepler-299,1,4
Kepler-30,1,3
Kepler-300,1,2
Kepler-301,1,3
Kepler-302,1,2
Kepler-303,1,2
Kepler-304,1,4
Kepler-305,1,4
Kepler-306,1,4
Kepler-307,1,2
Kepler-308,1,2
Kepler-309,1,2
Kepler-31,1,3
Kepler-310,1,3
Kepler-311,1,3
Kepler-312,1,2
Kepler-313,1,2
Kepler-314,1,2
Kepler-315,1,2
Kepler-316,1,2
Kepler-317,1,2
Kepler-318,1,2
Kepler-319,1,3
Kepler-32,1,5
Kepler-320,1,2
Kepler-321,1,2
Kepler-322,1,2
Kepler-323,1,2
Kepler-324,1,4
Kepler-325,1,3
Kepler-326,1,3
Kepler-327,1,3
Kepler-328,1,2
Kepler-329,1,2
Kepler-33,1,5
Kepler-330,1,2
Kepler-331,1,3
Kepler-332,1,3
Kepler-333,2,2
Kepler-334,1,3
Kepler-335,1,2
Kepler-336,1,3
Kepler-337,1,2
Kepler-338,1,4
Kepler-339,1,3
Kepler-34,2,1
Kepler-340,1,2
Kepler-341,1,4
Kepler-342,1,4
Kepler-343,1,2
Kepler-344,1,2
Kepler-345,1,2
Kepler-346,1,2
Kepler-347,1,3
Kepler-348,1,2
Kepler-349,1,2
Kepler-35,2,1
Kepler-350,1,3
Kepler-351,1,3
Kepler-352,1,3
Kepler-353,2,2
Kepler-354,1,3
Kepler-355,1,2
Kepler-356,1,2
Kepler-357,1,3
Kepler-358,1,2
Kepler-359,1,3
Kepler-36,1,2
Kepler-360,1,2
Kepler-361,1,2
Kepler-362,1,2
Kepler-363,1,3
Kepler-364,1,2
Kepler-365,1,2
Kepler-366,1,2
Kepler-367,1,2
Kepler-368,1,2
Kepler-369,1,2
Kepler-37,1,4
Kepler-370,1,2
Kepler-371,1,2
Kepler-372,1,3
Kepler-373,1,2
Kepler-374,1,3
Kepler-375,1,2
Kepler-376,1,2
Kepler-377,1,2
Kepler-378,1,2
Kepler-379,1,2
Kepler-38,2,1
Kepler-380,1,2
Kepler-381,1,3
Kepler-382,1,2
Kepler-383,1,2
Kepler-384,1,2
Kepler-385,1,3
Kepler-386,1,2
Kepler-387,1,2
Kepler-388,1,2
Kepler-389,1,2
Kepler-39,1,1
Kepler-390,2,2
Kepler-391,1,2
Kepler-392,1,2
Kepler-393,1,2
Kepler-394,1,3
Kepler-395,1,2
Kepler-396,1,2
Kepler-397,1,2
Kepler-398,1,3
Kepler-399,1,3
Kepler-4,1,1
Kepler-40,1,1
Kepler-400,1,2
Kepler-401,1,3
Kepler-402,1,4
Kepler-403,1,3
Kepler-404,1,2
Kepler-405,1,2
Kepler-406,1,2
Kepler-407,1,2
Kepler-408,1,1
Kepler-409,1,1
Kepler-41,1,1
Kepler-410,2,1
Kepler-411,2,4
Kepler-412,1,1
Kepler-413,2,1
Kepler-414,1,2
Kepler-415,1,2
Kepler-416,1,3
Kepler-417,1,2
Kepler-418,1,2
Kepler-419,1,2
Kepler-42,1,3
Kepler-421,1,1
Kepler-422,1,1
Kepler-423,1,1
Kepler-424,1,2
Kepler-425,1,1
Kepler-426,1,1
Kepler-427,1,1
Kepler-428,1,1
Kepler-43,1,1
Kepler-430,1,2
Kepler-431,1,3
Kepler-432,2,2
Kepler-433,1,1
Kepler-434,1,1
Kepler-435,1,1
Kepler-436,1,2
Kepler-437,1,1
Kepler-438,1,1
Kepler-439,1,1
Kepler-44,1,1
Kepler-440,1,1
Kepler-441,1,1
Kepler-442,1,1
Kepler-443,1,1
Kepler-444,3,5
Kepler-445,1,3
Kepler-446,1,3
Kepler-447,1,1
Kepler-449,1,2
Kepler-45,1,1
Kepler-450,1,3
Kepler-452,1,1
Kepler-453,2,1
Kepler-454,2,3
Kepler-46,1,3
Kepler-461,1,1
Kepler-462,1,2
Kepler-463,1,1
Kepler-464,1,1
Kepler-465,1,1
Kepler-466,1,2
Kepler-467,1,1
Kepler-468,1,1
Kepler-47,2,3
Kepler-471,1,1
Kepler-472,1,1
Kepler-473,1,1
Kepler-474,1,1
Kepler-475,1,1
Kepler-476,1,1
Kepler-477,2,1
Kepler-478,1,1
Kepler-479,1,1
Kepler-48,1,5
Kepler-480,1,1
Kepler-481,1,1
Kepler-482,1,1
Kepler-483,1,1
Kepler-484,1,1
Kepler-485,1,1
Kepler-487,1,3
Kepler-489,1,1
Kepler-49,1,4
Kepler-490,1,1
Kepler-491,1,1
Kepler-493,1,1
Kepler-495,1,2
Kepler-496,1,1
Kepler-497,1,1
Kepler-498,1,1
Kepler-499,1,1
Kepler-5,1,1
Kepler-50,1,2
Kepler-500,1,1
Kepler-501,1,2
Kepler-502,1,1
Kepler-504,2,1
Kepler-505,1,1
Kepler-506,1,1
Kepler-507,1,1
Kepler-508,1,1
Kepler-509,1,1
Kepler-51,1,3
Kepler-510,1,1
Kepler-511,1,2
Kepler-512,1,1
Kepler-513,1,1
Kepler-514,2,1
Kepler-515,2,1
Kepler-516,1,1
Kepler-517,2,1
Kepler-518,1,1
Kepler-519,2,1
Kepler-52,1,3
Kepler-520,1,2
Kepler-521,1,1
Kepler-522,1,1
Kepler-523,1,1
Kepler-524,1,2
Kepler-525,1,1
Kepler-526,1,1
Kepler-527,1,1
Kepler-528,1,1
Kepler-529,1,3
Kepler-53,1,3
Kepler-530,2,1
Kepler-531,1,1
Kepler-532,1,1
Kepler-533,1,1
Kepler-534,1,2
Kepler-535,1,1
Kepler-536,1,1
Kepler-537,1,1
Kepler-538,2,1
Kepler-539,1,2
Kepler-54,1,3
Kepler-540,1,1
Kepler-541,1,1
Kepler-542,1,1
Kepler-543,1,1
Kepler-544,1,1
Kepler-545,1,1
Kepler-546,1,1
Kepler-547,1,1
Kepler-548,1,1
Kepler-549,1,3
Kepler-55,1,5
Kepler-550,1,1
Kepler-551,1,1
Kepler-552,1,1
Kepler-553,1,2
Kepler-554,1,1
Kepler-555,1,1
Kepler-556,1,1
Kepler-557,1,1
Kepler-558,1,1
Kepler-559,1,1
Kepler-56,1,3
Kepler-560,2,1
Kepler-561,1,2
Kepler-562,1,1
Kepler-563,1,1
Kepler-564,1,1
Kepler-565,1,1
Kepler-566,1,1
Kepler-567,1,1
Kepler-568,1,1
Kepler-569,1,1
Kepler-57,1,2
Kepler-570,1,1
Kepler-571,1,1
Kepler-572,1,1
Kepler-573,1,1
Kepler-574,1,1
Kepler-575,1,1
Kepler-576,1,1
Kepler-577,1,1
Kepler-578,1,1
Kepler-579,1,1
Kepler-58,1,4
Kepler-580,1,1
Kepler-581,1,1
Kepler-582,1,1
Kepler-583,1,1
Kepler-584,1,1
Kepler-585,1,1
Kepler-586,1,1
Kepler-587,1,1
Kepler-588,1,1
Kepler-589,1,2
Kepler-59,1,2
Kepler-590,1,1
Kepler-591,1,1
Kepler-592,1,1
Kepler-593,1,1
Kepler-594,1,1
Kepler-595,1,2
Kepler-596,1,1
Kepler-597,1,1
Kepler-598,1,2
Kepler-599,1,1
Kepler-6,1,1
Kepler-60,1,3
Kepler-600,1,1
Kepler-601,1,1
Kepler-602,1,1
Kepler-603,1,3
Kepler-604,1,1
Kepler-605,1,2
Kepler-606,1,1
Kepler-607,1,2
Kepler-608,1,1
Kepler-609,1,1
Kepler-61,1,1
Kepler-610,1,2
Kepler-611,1,1
Kepler-612,1,1
Kepler-613,1,1
Kepler-614,1,1
Kepler-615,1,1
Kepler-616,1,3
Kepler-617,1,1
Kepler-618,1,1
Kepler-619,1,3
Kepler-62,1,5
Kepler-620,1,1
Kepler-621,1,1
Kepler-622,1,1
Kepler-623,1,1
Kepler-624,1,1
Kepler-625,1,2
Kepler-626,1,1
Kepler-627,1,1
Kepler-629,1,1
Kepler-63,1,1
Kepler-630,1,1
Kepler-631,1,1
Kepler-632,1,1
Kepler-633,1,2
Kepler-634,1,1
Kepler-635,1,1
Kepler-636,2,1
Kepler-637,1,1
Kepler-638,1,1
Kepler-639,1,1
Kepler-640,1,1
Kepler-641,1,1
Kepler-642,1,1
Kepler-643,1,1
Kepler-644,1,1
Kepler-645,1,1
Kepler-646,1,1
Kepler-647,1,2
Kepler-648,1,1
Kepler-649,1,1
Kepler-65,1,4
Kepler-650,1,1
Kepler-651,1,1
Kepler-652,1,1
Kepler-653,1,2
Kepler-654,1,1
Kepler-655,1,1
Kepler-656,1,2
Kepler-657,1,1
Kepler-658,1,1
Kepler-659,1,1
Kepler-66,1,1
Kepler-660,1,1
Kepler-661,1,1
Kepler-662,1,1
Kepler-663,1,1
Kepler-664,1,1
Kepler-665,1,1
Kepler-666,1,1
Kepler-667,1,1
Kepler-668,1,1
Kepler-669,1,1
Kepler-67,1,1
Kepler-670,1,1
Kepler-671,1,1
Kepler-672,1,1
Kepler-673,1,1
Kepler-674,1,1
Kepler-675,1,1
Kepler-676,1,1
Kepler-677,1,1
Kepler-678,1,1
Kepler-679,1,1
Kepler-68,2,4
Kepler-680,1,1
Kepler-681,1,1
Kepler-682,1,1
Kepler-683,1,1
Kepler-684,1,1
Kepler-685,1,1
Kepler-686,1,1
Kepler-687,1,1
Kepler-688,1,1
Kepler-689,1,1
Kepler-69,1,2
Kepler-690,1,1
Kepler-691,1,1
Kepler-692,1,1
Kepler-693,2,1
Kepler-694,1,1
Kepler-695,1,1
Kepler-696,1,1
Kepler-697,1,1
Kepler-698,1,1
Kepler-7,1,1
Kepler-700,1,1
Kepler-701,1,1
Kepler-702,1,1
Kepler-703,1,1
Kepler-704,1,1
Kepler-705,1,1
Kepler-707,1,1
Kepler-708,1,1
Kepler-709,1,1
Kepler-710,1,1
Kepler-711,1,1
Kepler-712,1,2
Kepler-713,1,1
Kepler-714,1,1
Kepler-715,1,1
Kepler-716,1,2
Kepler-717,1,1
Kepler-718,1,1
Kepler-719,1,1
Kepler-720,1,1
Kepler-721,1,1
Kepler-722,1,2
Kepler-723,1,1
Kepler-724,1,1
Kepler-725,1,1
Kepler-726,1,1
Kepler-727,1,1
Kepler-728,1,1
Kepler-729,1,1
Kepler-730,1,2
Kepler-731,1,1
Kepler-732,1,2
Kepler-733,1,1
Kepler-734,1,1
Kepler-735,1,1
Kepler-736,1,1
Kepler-737,1,1
Kepler-738,1,1
Kepler-739,1,1
Kepler-74,1,1
Kepler-740,1,1
Kepler-741,1,1
Kepler-742,1,1
Kepler-743,2,1
Kepler-744,1,1
Kepler-745,1,1
Kepler-746,1,1
Kepler-747,1,1
Kepler-748,1,1
Kepler-749,1,1
Kepler-75,1,1
Kepler-750,1,2
Kepler-751,1,1
Kepler-752,1,1
Kepler-753,1,1
Kepler-754,1,1
Kepler-755,2,2
Kepler-756,1,1
Kepler-757,1,1
Kepler-758,1,4
Kepler-759,1,1
Kepler-76,1,1
Kepler-760,1,2
Kepler-761,1,1
Kepler-762,1,1
Kepler-763,1,3
Kepler-764,1,1
Kepler-765,1,1
Kepler-766,1,1
Kepler-767,1,1
Kepler-768,1,1
Kepler-769,1,2
Kepler-77,1,1
Kepler-770,1,3
Kepler-771,1,1
Kepler-772,1,1
Kepler-773,1,1
Kepler-774,1,1
Kepler-775,1,1
Kepler-776,1,1
Kepler-777,1,1
Kepler-778,1,1
Kepler-779,2,1
Kepler-78,2,1
Kepler-780,1,1
Kepler-781,1,1
Kepler-782,1,1
Kepler-783,1,2
Kepler-784,1,2
Kepler-785,1,1
Kepler-786,1,1
Kepler-787,1,1
Kepler-788,1,1
Kepler-789,1,1
Kepler-79,1,4
Kepler-790,1,1
Kepler-791,1,1
Kepler-792,1,1
Kepler-793,1,1
Kepler-794,1,1
Kepler-795,2,1
Kepler-796,1,1
Kepler-797,1,1
Kepler-798,1,1
Kepler-799,1,2
Kepler-8,1,1
Kepler-80,1,6
Kepler-800,1,1
Kepler-801,1,1
Kepler-802,1,1
Kepler-803,1,1
Kepler-804,1,2
Kepler-805,1,1
Kepler-806,1,1
Kepler-808,1,1
Kepler-809,1,1
Kepler-81,1,3
Kepler-810,1,1
Kepler-811,1,1
Kepler-812,1,1
Kepler-813,1,1
Kepler-814,1,1
Kepler-815,1,1
Kepler-816,1,1
Kepler-817,1,1
Kepler-818,1,1
Kepler-819,1,1
Kepler-82,1,5
Kepler-820,1,1
Kepler-821,1,1
Kepler-822,1,1
Kepler-823,1,1
Kepler-824,1,1
Kepler-825,1,2
Kepler-826,1,1
Kepler-827,1,1
Kepler-828,1,1
Kepler-829,1,1
Kepler-83,2,3
Kepler-830,1,1
Kepler-831,1,1
Kepler-832,1,1
Kepler-833,1,1
Kepler-834,1,1
Kepler-835,1,1
Kepler-836,1,1
Kepler-837,1,1
Kepler-838,1,1
Kepler-839,1,1
Kepler-84,1,5
Kepler-841,1,1
Kepler-842,1,1
Kepler-843,1,1
Kepler-844,1,1
Kepler-845,1,1
Kepler-846,1,1
Kepler-847,1,1
Kepler-848,1,1
Kepler-849,1,1
Kepler-85,1,4
Kepler-850,1,1
Kepler-851,1,1
Kepler-852,1,1
Kepler-853,1,1
Kepler-855,1,1
Kepler-856,1,1
Kepler-857,1,1
Kepler-858,1,1
Kepler-859,1,1
Kepler-860,1,1
Kepler-861,1,1
Kepler-862,1,1
Kepler-863,1,1
Kepler-864,1,2
Kepler-865,1,2
Kepler-866,1,1
Kepler-867,1,1
Kepler-868,1,1
Kepler-869,1,1
Kepler-87,1,2
Kepler-870,1,1
Kepler-871,1,1
Kepler-872,1,1
Kepler-873,1,1
Kepler-874,1,1
Kepler-875,1,1
Kepler-876,1,1
Kepler-877,1,1
Kepler-878,1,1
Kepler-879,1,1
Kepler-880,1,2
Kepler-881,1,1
Kepler-882,1,1
Kepler-883,1,1
Kepler-884,1,1
Kepler-885,1,1
Kepler-886,1,1
Kepler-887,1,2
Kepler-888,1,1
Kepler-889,1,1
Kepler-890,1,1
Kepler-891,1,1
Kepler-892,1,1
Kepler-893,1,1
Kepler-894,1,1
Kepler-895,1,1
Kepler-896,1,2
Kepler-897,1,1
Kepler-898,1,1
Kepler-899,1,1
Kepler-9,1,3
Kepler-900,1,1
Kepler-901,1,1
Kepler-902,1,1
Kepler-903,1,2
Kepler-904,1,1
Kepler-905,1,1
Kepler-906,1,1
Kepler-907,1,1
Kepler-908,3,1
Kepler-909,1,1
Kepler-91,1,1
Kepler-910,1,1
Kepler-911,1,1
Kepler-912,1,1
Kepler-913,1,2
Kepler-914,1,1
Kepler-915,1,1
Kepler-916,1,1
Kepler-917,1,1
Kepler-918,1,1
Kepler-919,1,1
Kepler-92,1,3
Kepler-920,1,2
Kepler-921,1,1
Kepler-922,1,1
Kepler-923,1,1
Kepler-924,1,1
Kepler-925,1,1
Kepler-926,1,1
Kepler-927,1,1
Kepler-928,1,1
Kepler-929,1,1
Kepler-93,1,2
Kepler-930,1,1
Kepler-931,1,1
Kepler-932,1,1
Kepler-933,1,1
Kepler-934,1,1
Kepler-935,1,1
Kepler-936,1,1
Kepler-937,1,2
Kepler-938,1,1
Kepler-939,1,1
Kepler-94,1,2
Kepler-940,1,1
Kepler-941,1,1
Kepler-942,1,1
Kepler-943,1,1
Kepler-944,1,1
Kepler-945,1,1
Kepler-946,1,1
Kepler-947,1,1
Kepler-948,1,1
Kepler-949,1,2
Kepler-95,1,1
Kepler-950,1,1
Kepler-951,2,1
Kepler-952,1,1
Kepler-953,1,2
Kepler-954,1,1
Kepler-955,1,1
Kepler-956,1,1
Kepler-957,1,1
Kepler-958,1,1
Kepler-959,1,1
Kepler-96,1,1
Kepler-960,1,1
Kepler-961,1,1
Kepler-962,1,1
Kepler-963,1,1
Kepler-964,1,1
Kepler-965,1,1
Kepler-966,1,1
Kepler-967,1,2
Kepler-968,1,3
Kepler-969,1,2
Kepler-97,1,2
Kepler-970,2,1
Kepler-971,1,1
Kepler-972,1,1
Kepler-973,1,1
Kepler-974,1,1
Kepler-975,1,2
Kepler-976,1,1
Kepler-977,1,1
Kepler-978,1,1
Kepler-979,1,1
Kepler-98,1,1
Kepler-980,1,1
Kepler-981,1,1
Kepler-982,1,1
Kepler-983,1,1
Kepler-984,1,1
Kepler-985,1,1
Kepler-986,1,1
Kepler-987,1,1
Kepler-988,1,1
Kepler-989,1,1
Kepler-99,2,1
Kepler-990,1,2
Kepler-991,1,1
Kepler-992,1,1
Kepler-993,1,1
Kepler-994,1,1
Kepler-995,1,1
Kepler-996,1,1
Kepler-997,1,1
Kepler-998,1,1
Kepler-999,1,1
L 168-9,1,1
L 363-38,1,1
L 98-59,1,4
LHS 1140,1,2
LHS 1478,1,1
LHS 1678,2,3
LHS 1815,1,1
LHS 3154,1,1
LHS 3844,1,1
LHS 475,1,1
LP 714-47,1,1
LP 791-18,1,3
LP 890-9,1,2
LSPM J2116+0234,1,1
LTT 1445,3,2
LTT 3780,2,2
LTT 9779,1,1
LkCa 15,1,2
Luhman 16,1,1
Lupus-TR-3,1,1
M62H,1,1
MASCARA-1,1,1
MASCARA-4,2,1
MOA-2007-BLG-192L,1,1
MOA-2007-BLG-400L,1,1
MOA-2008-BLG-310L,1,1
MOA-2008-BLG-379L,1,1
MOA-2009-BLG-266L,1,1
MOA-2009-BLG-319L,1,1
MOA-2009-BLG-387L,1,1
MOA-2010-BLG-073L,1,1
MOA-2010-BLG-117L,1,1
MOA-2010-BLG-328L,1,1
MOA-2010-BLG-353L,1,1
MOA-2010-BLG-477L,1,1
MOA-2011-BLG-028L,1,1
MOA-2011-BLG-262L,1,1
MOA-2011-BLG-291L,1,1
MOA-2011-BLG-293L,1,1
MOA-2011-BLG-322L,1,1
MOA-2012-BLG-006L,1,1
MOA-2012-BLG-505L,1,1
MOA-2013-BLG-220L,1,1
MOA-2013-BLG-605L,1,1
MOA-2015-BLG-337L,1,1
MOA-2016-BLG-227L,1,1
MOA-2016-BLG-319L,1,1
MOA-2019-BLG-008L,1,1
MOA-2020-BLG-135L,1,1
MOA-2020-BLG-208L,1,1
MOA-2022-BLG-249L,1,1
MOA-2022-BLG-563L,1,1
MOA-bin-1L,1,1
MOA-bin-29,1,1
MWC 758,1,1
MXB 1658-298,2,1
NGC 2682 Sand 1429,1,1
NGC 2682 Sand 364,1,1
NGC 2682 Sand 978,1,1
NGC 2682 YBP 1194,1,1
NGC 2682 YBP 1514,1,1
NGC 2682 YBP 401,1,1
NGTS-1,1,1
NGTS-10,1,1
NGTS-11,1,1
NGTS-12,1,1
NGTS-13,1,1
NGTS-14,2,1
NGTS-15,1,1
NGTS-16,1,1
NGTS-17,1,1
NGTS-18,1,1
NGTS-2,1,1
NGTS-20,1,1
NGTS-21,1,1
NGTS-23,1,1
NGTS-24,1,1
NGTS-25,1,1
NGTS-26,1,1
NGTS-27,1,1
NGTS-3,2,1
NGTS-30,1,1
NGTS-4,1,1
NGTS-5,1,1
NGTS-6,1,1
NGTS-8,1,1
NGTS-9,1,1
NN Ser,2,2
NSVS 14256825,2,1
NY Vir,2,2
OGLE-2003-BLG-235L,1,1
OGLE-2005-BLG-071L,1,1
OGLE-2005-BLG-169L,1,1
OGLE-2005-BLG-390L,1,1
OGLE-2006-BLG-109L,1,2
OGLE-2006-BLG-284L,2,1
OGLE-2007-BLG-349L,2,1
OGLE-2007-BLG-368L,1,1
OGLE-2008-BLG-092L,2,1
OGLE-2008-BLG-355L,1,1
OGLE-2011-BLG-0173L,1,1
OGLE-2011-BLG-0251L,1,1
OGLE-2011-BLG-0265L,1,1
OGLE-2012-BLG-0026L,1,2
OGLE-2012-BLG-0358L,1,1
OGLE-2012-BLG-0406L,1,1
OGLE-2012-BLG-0563L,1,1
OGLE-2012-BLG-0724L,1,1
OGLE-2012-BLG-0838L,1,1
OGLE-2012-BLG-0950L,1,1
OGLE-2013-BLG-0102L,1,1
OGLE-2013-BLG-0132L,1,1
OGLE-2013-BLG-0341L,2,1
OGLE-2013-BLG-0911L,1,1
OGLE-2013-BLG-1721L,1,1
OGLE-2013-BLG-1761L,1,1
OGLE-2014-BLG-0124L,1,1
OGLE-2014-BLG-0221L,1,1
OGLE-2014-BLG-0319L,1,1
OGLE-2014-BLG-0676L,1,1
OGLE-2014-BLG-1722L,1,2
OGLE-2014-BLG-1760L,1,1
OGLE-2015-BLG-0051L,1,1
OGLE-2015-BLG-0954L,1,1
OGLE-2015-BLG-0966L,1,1
OGLE-2015-BLG-1649L,1,1
OGLE-2015-BLG-1670L,1,1
OGLE-2015-BLG-1771L,1,1
OGLE-2016-BLG-0263L,1,1
OGLE-2016-BLG-0613L,2,1
OGLE-2016-BLG-1067L,1,1
OGLE-2016-BLG-1093L,1,1
OGLE-2016-BLG-1190L,1,1
OGLE-2016-BLG-1195L,1,1
OGLE-2016-BLG-1227L,1,1
OGLE-2017-BLG-0173L,1,1
OGLE-2017-BLG-0373L,1,1
OGLE-2017-BLG-0406L,1,1
OGLE-2017-BLG-0448L,1,1
OGLE-2017-BLG-0482L,1,1
OGLE-2017-BLG-0604L,1,1
OGLE-2017-BLG-0640L,1,1
OGLE-2017-BLG-1049L,1,1
OGLE-2017-BLG-1099L,1,1
OGLE-2017-BLG-1140L,1,1
OGLE-2017-BLG-1237L,1,1
OGLE-2017-BLG-1275L,1,1
OGLE-2017-BLG-1375L,1,1
OGLE-2017-BLG-1434L,1,1
OGLE-2017-BLG-1522L,1,1
OGLE-2017-BLG-1691L,1,1
OGLE-2017-BLG-1806L,1,1
OGLE-2018-BLG-0298L,1,1
OGLE-2018-BLG-0383L,1,1
OGLE-2018-BLG-0506L,1,1
OGLE-2018-BLG-0516L,1,1
OGLE-2018-BLG-0532L,1,1
OGLE-2018-BLG-0567L,1,1
OGLE-2018-BLG-0596L,1,1
OGLE-2018-BLG-0677L,1,1
OGLE-2018-BLG-0740L,1,1
OGLE-2018-BLG-0799L,1,1
OGLE-2018-BLG-0932L,1,1
OGLE-2018-BLG-0962L,1,1
OGLE-2018-BLG-0977L,1,1
OGLE-2018-BLG-1011L,1,2
OGLE-2018-BLG-1119L,1,1
OGLE-2018-BLG-1126L,1,1
OGLE-2018-BLG-1185L,1,1
OGLE-2018-BLG-1212L,1,1
OGLE-2018-BLG-1269L,1,1
OGLE-2018-BLG-1367L,1,1
OGLE-2018-BLG-1428L,1,1
OGLE-2018-BLG-1647L,1,1
OGLE-2018-BLG-1700L,2,1
OGLE-2019-BLG-0249L,1,1
OGLE-2019-BLG-0299L,1,1
OGLE-2019-BLG-0304L,2,1
OGLE-2019-BLG-0362L,1,1
OGLE-2019-BLG-0468L,1,2
OGLE-2019-BLG-0679L,1,1
OGLE-2019-BLG-0954L,1,1
OGLE-2019-BLG-0960L,1,1
OGLE-2019-BLG-1053L,1,1
OGLE-2019-BLG-1180L,1,1
OGLE-2019-BLG-1470L,2,1
OGLE-2019-BLG-1492L,1,1
OGLE-2023-BLG-0836L,2,1
OGLE-TR-10,1,1
OGLE-TR-111,1,1
OGLE-TR-113,1,1
OGLE-TR-132,1,1
OGLE-TR-182,1,1
OGLE-TR-211,1,1
OGLE-TR-56,1,1
OGLE2-TR-L9,1,1
Oph 11,1,1
PDS 70,1,2
PH1,4,1
PH2,1,1
POTS-1,1,1
PSR B0329+54,1,1
PSR B1257+12,1,3
PSR B1620-26,2,1
PSR J1719-1438,1,1
